Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Girardot,27b31515f93e4b59d4ca0b73e0f153a9d0f460f0f3a2169d788866488fb21c01,2,A,I,2023,1.0,Artes,88,91,90,90.0,89.5
Girardot,27b31515f93e4b59d4ca0b73e0f153a9d0f460f0f3a2169d788866488fb21c01,2,A,I,2023,1.0,Robótica y TICS,82,83,100,96.0,87.30000000000001
Girardot,27b31515f93e4b59d4ca0b73e0f153a9d0f460f0f3a2169d788866488fb21c01,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,91,89,90,95.0,90.6
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,4.0,Ciencias Naturales,84,89,100,90.0,89.3
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,4.0,Ciencias Sociales,82,82,95,90.0,85.4
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,6.0,Matemáticas,81,80,90,89.0,83.30000000000001
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,3.0,Lengua Castellana,83,82,80,80.0,81.8
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,2.0,Lectura Crítica,80,80,80,80.0,80.0
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,4.0,English,69,72,81,83.0,73.7
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,3.0,Educación Física,92,92,92,92.0,92.00000000000001
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,1.0,Innovación y Emprendimiento,90,88,92,93.0,90.1
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,2.0,Aprendizaje Basado en Investigación,92,91,91,98.0,92.10000000000001
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,1.0,Artes,93,96,90,95.0,93.5
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,1.0,Tecnologías Informáticas,54,54,60,45.0,54.3
Girardot,56c56cbef1c8344e6a12e32944613a20d2528fcf6f2910223e3cff056e43f1f7,8,A,I,2024,1.0,Integralidad,91,91,90,90.0,90.7
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,3.0,Ciencias Naturales,75,76,80,80.0,76.8
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,4.0,Ciencias Sociales,86,86,84,85.0,85.5
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,6.0,Matemáticas,78,84,89,89.0,83.10000000000001
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,3.0,Lengua Castellana,62,69,84,84.0,70.7
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,4.0,Inglés,69,67,78,85.0,71.80000000000001
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,2.0,Innovación y Emprendimiento,85,86,85,80.0,84.8
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,90,89,90,90.0,89.7
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,3.0,Educación Física,89,87,86,88.0,87.7
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,2.0,Lectura Crítica,82,82,85,85.0,82.9
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,1.0,Artes,89,87,90,89.0,88.60000000000001
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,1.0,Robótica y TICS,85,88,80,90.0,85.4
Girardot,1a5a63841de43b5da717ed3f12e99a18fbac61180bf17b195b19f4f6a2c9bcb1,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,83,83,80,85.0,82.6
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,4.0,Ciencias Naturales,71,73,65,75.0,70.8
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,4.0,Ciencias Sociales,82,82,100,90.0,86.4
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,6.0,Matemáticas,80,80,97,100.0,85.4
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,3.0,Lengua Castellana,64,64,80,80.0,68.8
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,2.0,Lectura Crítica,79,79,82,80.0,79.7
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,4.0,English,71,71,70,89.0,72.60000000000001
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,3.0,Educación Física,89,84,92,91.0,88.3
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,1.0,Innovación y Emprendimiento,89,88,90,90.0,89.0
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,2.0,Aprendizaje Basado en Investigación,73,68,65,75.0,70.1
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,1.0,Artes,87,87,80,80.0,84.9
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,1.0,Tecnologías Informáticas,60,53,50,50.0,54.9
Girardot,7f3b9d34abafc8f49708883392a97b90e0acf3313775fc6b8533e11b6b9e35ec,6,A,I,2024,1.0,Integralidad,91,94,95,96.0,93.19999999999999
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,3.0,Ciencias Naturales,73,76,90,90.0,79.0
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,4.0,Ciencias Sociales,77,79,90,90.0,81.5
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,6.0,Matemáticas,91,91,100,100.0,93.7
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,3.0,Lengua Castellana,90,90,87,84.0,88.80000000000001
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,4.0,Inglés,85,88,95,90.0,88.4
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,2.0,Innovación y Emprendimiento,89,90,92,92.0,90.2
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,7.0,Aprendizaje Basado en Investigación,87,86,92,92.0,88.20000000000002
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,3.0,Educación Física,94,93,95,95.0,94.0
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,2.0,Lectura Crítica,85,86,86,86.0,85.6
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,1.0,Artes,69,94,88,90.0,82.4
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,1.0,Robótica y TICS,89,85,100,100.0,91.1
Girardot,ea79e831a5aaaaa05b8a3190abb1f4ea79f7ea07cda27d599d5b7ffb8652f17e,6,A,III,2023,1.0,Inteligencia emocional e Integralidad,93,92,90,90.0,91.8
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,4.0,Ciencias Naturales,71,71,100,100.0,79.7
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,4.0,Ciencias Sociales,81,85,90,90.0,84.9
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,6.0,Matemáticas,69,53,90,90.0,70.5
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,3.0,Lengua Castellana,70,70,85,85.0,74.5
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,2.0,Lectura Crítica,74,74,85,85.0,77.3
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,4.0,English,82,83,90,88.0,84.5
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,3.0,Educación Física,76,77,92,94.0,81.30000000000001
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,1.0,Innovación y Emprendimiento,81,81,95,95.0,85.2
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,2.0,Aprendizaje Basado en Investigación,86,85,99,99.0,89.60000000000001
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,1.0,Artes,91,92,93,95.0,92.1
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,1.0,Tecnologías Informáticas,74,81,90,75.0,79.4
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,II,2024,1.0,Integralidad,88,90,90,90.0,89.2
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,3.0,Ciencias Naturales,57,57,70,70.0,60.9
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,3.0,Ciencias Sociales,56,57,70,70.0,60.5
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,5.0,Matemáticas,51,50,79,80.0,59.2
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,4.0,Lengua Castellana,53,52,79,80.0,60.60000000000001
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,4.0,Inglés,48,46,60,70.0,52.0
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,2.0,Creatividad e Innovación,83,82,80,85.0,82.3
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,4.0,Aprendizaje Basado en Proyectos,71,72,60,40.0,66.0
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,3.0,Educación Física,84,81,83,82.0,82.7
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,2.0,Lectura Crítica,82,83,85,85.0,83.2
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,1.0,Artes,87,90,80,80.0,85.80000000000001
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,1.0,Robótica y TICS,89,85,95,96.0,89.69999999999999
Girardot,81bef172f7930d723af6d79c19b64394c3c4d96d7e7d7d5f6a31f7b74f80689a,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,89,89,90.0,89.5
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,3.0,Ciencias Naturales,83,84,90,96.0,86.0
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,4.0,Ciencias Sociales,86,85,89,90.0,86.7
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,6.0,Matemáticas,72,74,90,89.0,77.9
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,3.0,Lengua Castellana,78,81,85,90.0,81.5
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,4.0,Inglés,82,82,85,85.0,82.9
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,2.0,Innovación y Emprendimiento,87,87,90,87.0,87.60000000000001
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,7.0,Aprendizaje Basado en Investigación,85,84,87,96.0,86.20000000000002
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,3.0,Educación Física,88,88,90,90.0,88.6
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,2.0,Lectura Crítica,81,84,88,90.0,84.19999999999999
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,1.0,Artes,36,36,30,90.0,40.2
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,1.0,Robótica y TICS,100,100,100,80.0,98.0
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,II,2023,1.0,Inteligencia emocional e Integralidad,96,97,96,95.0,96.2
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,3.0,Ciencias Naturales,77,82,90,90.0,82.4
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,4.0,Ciencias Sociales,78,78,95,95.0,83.1
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,5.0,Matemáticas,73,74,80,93.0,76.7
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,3.0,Lengua Castellana,80,80,98,100.0,85.6
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,4.0,Inglés,63,72,80,89.0,71.7
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,2.0,Creatividad e Innovación,90,91,85,95.0,89.8
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,4.0,Aprendizaje Basado en Proyectos,89,89,92,92.0,89.9
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,3.0,Educación Física,86,87,88,85.0,86.6
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,2.0,Lectura Crítica,83,85,94,95.0,87.0
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,1.0,Artes,87,88,88,90.0,87.80000000000001
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,1.0,Robótica y TICS,88,84,90,85.0,86.9
Girardot,2548095f1d4e0a7ee7e50370a4ea5cbb148d43c21a51d1516c6d71b4bb62a614,4,A,I,2023,1.0,Inteligencia emocional e Integralidad,94,92,91,80.0,91.4
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,4.0,Ciencias Naturales,72,76,95,80.0,78.6
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,4.0,Ciencias Sociales,84,84,85,88.0,84.6
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,6.0,Matemáticas,86,87,85,85.0,86.0
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,3.0,Lengua Castellana,70,70,70,80.0,71.0
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,2.0,Lectura Crítica,80,80,70,80.0,78.0
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,4.0,English,81,81,96,97.0,85.60000000000001
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,3.0,Educación Física,83,83,91,90.0,85.3
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,1.0,Innovación y Emprendimiento,92,89,90,90.0,90.5
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,91,90,90.0,90.7
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,1.0,Artes,52,66,60,79.0,60.5
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,1.0,Tecnologías Informáticas,66,66,50,75.0,63.7
Girardot,27486355b5db8390de1e1be0358f92273438ec7644433e9e08cf8c9c041bb9c4,7,A,I,2024,1.0,Integralidad,90,90,90,90.0,90.0
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,3.0,Ciencias Naturales,80,80,88,86.0,82.19999999999999
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,3.0,Ciencias Sociales,75,78,92,89.0,80.7
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,5.0,Matemáticas,78,78,91,90.0,81.8
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,4.0,Lengua Castellana,80,78,85,90.0,81.4
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,4.0,Inglés,75,73,75,88.0,75.7
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,2.0,Creatividad e Innovación,87,88,93,95.0,89.30000000000001
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,86,87,84,85.0,85.8
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,3.0,Educación Física,88,88,80,85.0,86.1
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,2.0,Lectura Crítica,81,83,88,90.0,83.9
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,1.0,Artes,89,93,96,91.0,91.8
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,1.0,Robótica y TICS,84,80,100,95.0,87.1
Girardot,63a6670e9d5c5e33ea360ea74698d2da0b2b0b163ed68c730802ce38807faa59,3,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,90,91,90.0,90.2
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,3.0,Ciencias Naturales,81,81,96,96.0,85.5
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,3.0,Ciencias Sociales,77,79,89,90.0,81.3
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,5.0,Matemáticas,86,86,95,95.0,88.7
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,4.0,Lengua Castellana,82,81,85,90.0,83.10000000000001
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,4.0,Inglés,78,77,90,90.0,81.3
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,2.0,Creatividad e Innovación,91,91,90,90.0,90.7
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,4.0,Aprendizaje Basado en Proyectos,92,92,96,98.0,93.4
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,3.0,Educación Física,88,87,89,90.0,88.1
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,2.0,Lectura Crítica,89,91,89,90.0,89.7
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,1.0,Artes,89,86,90,95.0,88.9
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,1.0,Robótica y TICS,95,92,100,100.0,95.6
Girardot,3e91a6e1c53592865e14b2bc6328ef811df4d6d57d8154232f87439537ad7c56,3,A,II,2023,1.0,Inteligencia emocional e Integralidad,94,90,90,90.0,91.6
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,3.0,Ciencias Naturales,95,95,90,93.0,93.8
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,3.0,Ciencias Sociales,95,95,97,97.0,95.60000000000001
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,5.0,Matemáticas,93,92,93,90.0,92.4
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,4.0,Lengua Castellana,94,94,92,93.0,93.5
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,4.0,Inglés,73,79,85,85.0,78.4
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,2.0,Creatividad e Innovación,87,87,85,85.0,86.4
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,93,91,94,95.0,92.8
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,3.0,Educación Física,93,93,89,95.0,92.39999999999999
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,2.0,Lectura Crítica,89,89,85,85.0,87.8
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,1.0,Artes,94,92,90,95.0,92.7
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,1.0,Robótica y TICS,94,95,95,100.0,95.1
Girardot,333f872a3810dc50c66e09125e24f6f14571419b77e99dec6c9d3695a98d2636,1,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,90,95,100.0,92.0
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,3.0,Ciencias Naturales,59,65,85,90.0,69.1
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,4.0,Ciencias Sociales,68,69,84,88.0,73.5
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,6.0,Matemáticas,66,67,89,90.0,73.3
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,3.0,Lengua Castellana,62,66,80,88.0,69.4
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,4.0,Inglés,71,70,82,90.0,74.80000000000001
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,2.0,Innovación y Emprendimiento,81,82,85,85.0,82.5
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,7.0,Aprendizaje Basado en Investigación,84,85,86,87.0,85.0
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,3.0,Educación Física,85,85,90,89.0,86.4
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,2.0,Lectura Crítica,80,81,87,88.0,82.5
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,1.0,Artes,36,36,30,90.0,40.2
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,1.0,Robótica y TICS,76,76,80,90.0,78.2
Girardot,fbe7a4a3096fddfc48c8f4653e562d006428beda3d6cd52ca7b2643396fa56c4,6,A,II,2023,1.0,Inteligencia emocional e Integralidad,93,93,90,90.0,92.1
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,4.0,Ciencias Naturales,80,79,92,92.0,83.30000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,3.0,Ciencias Sociales,88,87,90,90.0,88.3
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,3,A,II,2024,5.0,Matemáticas,74,76,95,95.0,80.9
