Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Girardot,fcdffbd6040f4bcddb520d803860c10eb38cfc971d05db91522123c020971b9e,8,A,II,2024,2.0,Aprendizaje Basado en Investigación,83,80,89,93.0,84.3
Girardot,fcdffbd6040f4bcddb520d803860c10eb38cfc971d05db91522123c020971b9e,8,A,II,2024,1.0,Artes,92,92,93,92.0,92.2
Girardot,fcdffbd6040f4bcddb520d803860c10eb38cfc971d05db91522123c020971b9e,8,A,II,2024,1.0,Tecnologías Informáticas,49,49,90,75.0,59.8
Girardot,fcdffbd6040f4bcddb520d803860c10eb38cfc971d05db91522123c020971b9e,8,A,II,2024,1.0,Integralidad,83,92,90,90.0,87.8
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,3.0,Ciencias Naturales,89,86,90,90.0,88.4
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,4.0,Ciencias Sociales,92,93,89,90.0,91.5
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,6.0,Matemáticas,97,97,96,96.0,96.70000000000002
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,3.0,Lengua Castellana,95,95,92,92.0,94.10000000000001
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,4.0,Inglés,85,85,95,95.0,88.0
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,2.0,Innovación y Emprendimiento,94,94,95,93.0,94.1
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,7.0,Aprendizaje Basado en Investigación,92,92,88,75.0,89.5
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,3.0,Educación Física,90,88,80,89.0,87.30000000000001
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,2.0,Lectura Crítica,95,94,95,94.0,94.60000000000001
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,1.0,Artes,96,95,91,90.0,94.10000000000001
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,1.0,Robótica y TICS,73,73,70,90.0,74.1
Girardot,10b503e17bff7829a79cf16dffedabe100820b05a0f3a8ecd8a71c95d3c52191,7,A,II,2023,1.0,Inteligencia emocional e Integralidad,94,95,90,90.0,93.1
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,3.0,Ciencias Naturales,93,92,96,97.0,93.7
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,3.0,Ciencias Sociales,97,97,97,97.0,97.00000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,5.0,Matemáticas,82,84,90,95.0,85.5
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,4.0,Lengua Castellana,89,88,95,96.0,90.6
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,4.0,Inglés,89,89,90,90.0,89.3
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,2.0,Creatividad e Innovación,92,91,95,96.0,92.70000000000002
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,97,97,97,96.0,96.9
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,3.0,Educación Física,95,94,95,100.0,95.2
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,2.0,Lectura Crítica,92,91,90,95.0,91.60000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,1.0,Artes,90,92,93,90.0,91.19999999999999
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,1.0,Robótica y TICS,97,90,90,100.0,93.80000000000001
Girardot,cb5900f3fb10650a7a23241f7cbe4cf56a0ceb2188eaa674b24754f5cb46be1a,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,93,93,93,90.0,92.69999999999999
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,4.0,Ciencias Naturales,81,86,100,100.0,88.2
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,4.0,Ciencias Sociales,90,90,90,90.0,90.0
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,6.0,Matemáticas,94,92,90,90.0,92.2
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,3.0,Lengua Castellana,81,81,85,85.0,82.2
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,2.0,Lectura Crítica,80,80,85,85.0,81.5
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,4.0,English,83,83,85,90.0,84.1
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,3.0,Educación Física,92,91,91,94.0,91.70000000000002
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,1.0,Innovación y Emprendimiento,82,83,81,90.0,82.9
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,2.0,Aprendizaje Basado en Investigación,87,90,90,88.0,88.60000000000001
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,1.0,Artes,75,75,78,90.0,77.1
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,1.0,Tecnologías Informáticas,73,76,90,95.0,79.5
Girardot,333286bd558ebb822219e2ad5d06b59a00d1af0b0ce3db2b1cf14d9f4c7d060e,7,A,II,2024,1.0,Integralidad,87,92,85,90.0,88.4
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,3.0,Ciencias Naturales,73,81,90,90.0,80.5
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,4.0,Ciencias Sociales,85,87,95,96.0,88.69999999999999
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,6.0,Matemáticas,66,66,96,95.0,74.9
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,3.0,Lengua Castellana,70,71,85,90.0,75.3
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,4.0,Inglés,78,78,80,90.0,79.6
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,2.0,Innovación y Emprendimiento,93,93,92,92.0,92.7
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,7.0,Aprendizaje Basado en Investigación,78,81,87,96.0,82.5
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,3.0,Educación Física,87,86,88,90.0,87.20000000000002
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,2.0,Lectura Crítica,79,82,93,92.0,84.00000000000001
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,1.0,Artes,82,82,90,88.0,84.2
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,1.0,Robótica y TICS,99,99,90,90.0,96.3
Girardot,795229b4953712c1364b987c1d086e32042dde0427b0f0d302ac58c9dfebe37e,6,A,I,2023,1.0,Inteligencia emocional e Integralidad,94,91,94,98.0,93.5
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,3.0,Ciencias Naturales,89,89,98,90.0,90.9
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,3.0,Ciencias Sociales,79,81,95,97.0,84.60000000000001
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,5.0,Matemáticas,81,82,90,90.0,84.0
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,4.0,Lengua Castellana,64,63,90,98.0,72.3
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,4.0,Inglés,90,90,98,100.0,92.6
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,2.0,Creatividad e Innovación,88,87,90,95.0,88.8
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,4.0,Aprendizaje Basado en Proyectos,90,91,82,85.0,88.2
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,3.0,Educación Física,88,87,92,92.0,88.9
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,2.0,Lectura Crítica,91,91,97,95.0,92.60000000000001
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,1.0,Artes,90,93,95,98.0,92.7
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,1.0,Robótica y TICS,91,77,90,96.0,87.1
Girardot,7ee1f22a9db1af8d69da5513335d3ad9d503c5bf12c982510bceef5808d026ea,2,A,I,2023,1.0,Inteligencia emocional e Integralidad,90,90,92,90.0,90.4
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,3.0,Ciencias Naturales,84,86,85,85.0,84.9
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,4.0,Ciencias Sociales,88,88,93,95.0,89.7
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,5.0,Matemáticas,94,96,94,96.0,94.80000000000001
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,3.0,Lengua Castellana,87,86,86,83.0,86.10000000000001
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,4.0,Inglés,86,85,88,85.0,86.0
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,2.0,Creatividad e Innovación,86,86,80,80.0,84.2
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,91,91,95,95.0,92.2
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,3.0,Educación Física,85,85,85,85.0,85.0
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,2.0,Lectura Crítica,83,84,80,80.0,82.4
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,1.0,Artes,89,90,90,89.0,89.5
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,1.0,Robótica y TICS,88,91,100,95.0,92.0
Girardot,f19af57c504e5a023299be084fd5bfa21c4d4dabdd0bcfb00af750d106725852,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,91,90,92,92.0,91.0
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,4.0,Ciencias Naturales,69,69,100,90.0,77.3
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,4.0,Ciencias Sociales,88,88,95,90.0,89.6
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,6.0,Matemáticas,94,93,95,90.0,93.5
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,3.0,Lengua Castellana,92,91,87,87.0,90.20000000000002
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,2.0,Lectura Crítica,80,81,90,90.0,83.3
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,4.0,English,87,88,80,82.0,85.4
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,3.0,Educación Física,88,86,88,92.0,87.8
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,1.0,Innovación y Emprendimiento,92,90,80,80.0,87.80000000000001
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,90,97,97.0,92.5
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,1.0,Artes,82,89,90,91.0,86.6
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,1.0,Tecnologías Informáticas,64,57,60,45.0,59.2
Girardot,6764d15f62952d43aa2696db36a5e52ff29e1a4329dff4121e4f46cf29dfb678,8,A,I,2024,1.0,Integralidad,94,90,90,95.0,92.1
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,3.0,Ciencias Naturales,75,75,89,85.0,78.8
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,3.0,Ciencias Sociales,80,79,85,83.0,81.0
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,5.0,Matemáticas,83,84,85,80.0,83.4
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,4.0,Lengua Castellana,68,68,85,80.0,72.6
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,4.0,Inglés,87,86,90,95.0,88.10000000000001
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,2.0,Creatividad e Innovación,89,88,85,80.0,87.0
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,4.0,Aprendizaje Basado en Proyectos,77,76,85,80.0,78.6
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,3.0,Educación Física,89,89,90,88.0,89.1
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,2.0,Lectura Crítica,77,82,86,85.0,81.1
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,1.0,Artes,89,89,93,90.0,89.9
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,1.0,Robótica y TICS,97,100,90,100.0,96.80000000000001
Girardot,8c7a114f6f231b577e71e04d00e24294c6337ee8a571382557c3b4c69d92c87b,1,A,II,2023,1.0,Inteligencia emocional e Integralidad,87,90,90,90.0,88.80000000000001
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,4.0,Ciencias Naturales,72,71,100,95.0,79.6
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,6.0,Matemáticas,78,79,90,90.0,81.9
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,3.0,Lengua Castellana,72,72,87,88.0,76.6
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,2.0,Lectura Crítica,86,86,87,87.0,86.30000000000001
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,4.0,English,87,90,95,97.0,90.50000000000001
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,3.0,Educación Física,91,90,97,93.0,92.1
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,1.0,Innovación y Emprendimiento,93,92,90,90.0,91.8
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,91,90,90.0,90.7
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,1.0,Artes,96,96,93,95.0,95.30000000000001
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,1.0,Tecnologías Informáticas,66,66,50,75.0,63.7
Girardot,38aa23f90c8c3a88428d3f3b78a891c307b1c5f53854fb4d786894661a41f242,7,A,I,2024,1.0,Integralidad,95,92,95,95.0,94.1
Girardot,44b7f4f12aa25c40f805ef127d6c02d983d396b4d77923c0b79c163e87498b7b,7,A,I,2023,3.0,Ciencias Naturales,81,81,90,90.0,83.7
Girardot,44b7f4f12aa25c40f805ef127d6c02d983d396b4d77923c0b79c163e87498b7b,7,A,I,2023,4.0,Ciencias Sociales,90,89,95,97.0,91.4
Girardot,44b7f4f12aa25c40f805ef127d6c02d983d396b4d77923c0b79c163e87498b7b,7,A,I,2023,6.0,Matemáticas,75,75,97,97.0,81.60000000000001
Girardot,44b7f4f12aa25c40f805ef127d6c02d983d396b4d77923c0b79c163e87498b7b,7,A,I,2023,3.0,Lengua Castellana,75,78,88,90.0,80.0
Girardot,44b7f4f12aa25c40f805ef127d6c02d983d396b4d77923c0b79c163e87498b7b,7,A,I,2023,4.0,Inglés,69,65,88,90.0,73.7
